STATEFP,COUNTYFP,NAME,GEOID
47,153,Sequatchie,16860
48,497,Wise,19100
13,223,Paulding,12060
55,127,Walworth,48580
56,1,Albany,29660
56,5,Campbell,23940
47,169,Trousdale,34980
46,87,McCook,43620
47,177,Warren,32660
48,131,Duval,10860
48,143,Erath,44500
42,11,Berks,39740
42,19,Butler,38300
26,17,Bay,13020
51,685,Manassas Park,47900
48,163,Frio,37770
48,179,Gray,37420
28,47,Harrison,25060
48,303,Lubbock,31180
51,540,Charlottesville,16820
51,570,Colonial Heights,40060
51,610,Falls Church,47900
39,25,Clermont,17140
39,53,Gallia,38580
31,153,Sarpy,36540
31,109,Lancaster,30700
31,119,Madison,35740
31,53,Dodge,23340
39,119,Muskingum,49780
5,51,Garland,26300
29,173,Ralls,25300
40,21,Cherokee,45140
36,79,Putnam,35620
39,127,Perry,18140
20,45,Douglas,29940
20,51,Ellis,25700
20,55,Finney,23780
29,177,Ray,28140
20,173,Sedgwick,48620
20,177,Shawnee,45820
29,17,Bollinger,16020
29,47,Clay,28140
20,59,Franklin,36840
29,105,Laclede,30060
39,9,Athens,11900
19,181,Warren,19780
19,187,Webster,22700
38,65,Oliver,13900
6,111,Ventura,37100
20,175,Seward,30580
22,23,Cameron,29340
22,51,Jefferson,35380
22,75,Plaquemines,35380
20,17,Chase,21380
20,37,Crawford,38260
29,510,St. Louis,41180
21,21,Boyle,19220
36,107,Tioga,13780
20,169,Saline,41460
21,137,Lincoln,19220
39,147,Seneca,45660
39,153,Summit,10420
40,37,Creek,46140
34,37,Sussex,35620
32,23,Nye,37220
32,510,Carson City,16180
40,39,Custer,48220
29,77,Greene,44180
28,115,Pontotoc,46180
31,177,Washington,36540
20,125,Montgomery,17700
20,209,Wyandotte,28140
21,77,Gallatin,17140
24,9,Calvert,47900
6,103,Tehama,39780
40,9,Beckham,21120
40,19,Carter,11620
38,89,Stark,19860
29,1,Adair,28860
51,790,Staunton,44420
26,75,Jackson,27100
26,79,Kalkaska,45900
39,7,Ashtabula,11780
37,141,Pender,48900
39,73,Hocking,18140
39,77,Huron,35940
46,99,Minnehaha,43620
54,15,Clay,16620
21,103,Henry,31140
36,33,Franklin,31660
36,51,Livingston,40380
31,55,Douglas,36540
40,47,Garfield,21420
13,47,Catoosa,16860
31,47,Dawson,30420
55,25,Dane,31540
39,129,Pickaway,18140
39,19,Carroll,15940
21,13,Bell,33180
39,97,Madison,18140
28,67,Jones,29860
21,173,Montgomery,34460
55,39,Fond du Lac,22540
55,59,Kenosha,16980
39,151,Stark,15940
40,31,Comanche,30020
28,71,Lafayette,37060
28,85,Lincoln,15020
39,83,Knox,34540
39,91,Logan,13340
40,121,Pittsburg,32540
46,125,Turner,43620
21,199,Pulaski,43700
26,149,St. Joseph,44780
39,157,Tuscarawas,35420
26,155,Shiawassee,29620
39,117,Morrow,18140
39,143,Sandusky,23380
39,165,Warren,17140
39,133,Portage,10420
39,13,Belmont,48540
39,107,Mercer,16380
21,227,Warren,14540
53,35,Kitsap,14740
53,41,Lewis,16500
51,830,Williamsburg,47260
55,15,Calumet,11540
55,21,Columbia,31540
39,17,Butler,17140
35,47,San Miguel,29780
35,57,Torrance,10740
33,13,Merrimack,18180
39,155,Trumbull,49660
28,133,Sunflower,26940
18,59,Hancock,26900
27,141,Sherburne,33460
27,147,Steele,36940
35,61,Valencia,10740
13,249,Schley,11140
17,19,Champaign,16580
47,131,Obion,46460
21,111,Jefferson,31140
12,99,Palm Beach,33100
22,121,West Baton Rouge,12940
1,53,Escambia,12120
1,67,Henry,20020
19,77,Guthrie,19780
27,131,Rice,22060
42,79,Luzerne,42540
48,9,Archer,48660
50,3,Bennington,13540
13,207,Monroe,31420
18,173,Warrick,21780
17,179,Tazewell,37900
13,57,Cherokee,12060
17,57,Fulton,37900
13,85,Dawson,12060
13,225,Peach,47580
48,431,Sterling,41660
42,47,Elk,41260
13,277,Tift,45700
48,381,Randall,11100
26,125,Oakland,19820
21,169,Metcalfe,23980
48,487,Wilbarger,46900
48,493,Wilson,41700
42,75,Lebanon,30140
24,510,Baltimore,12580
36,95,Schoharie,10580
19,99,Jasper,19780
13,15,Bartow,12060
47,75,Haywood,15140
5,55,Greene,37500
8,14,Broomfield,19740
19,101,Jefferson,21840
19,105,Jones,16300
12,19,Clay,27260
12,49,Hardee,48100
19,57,Des Moines,15460
20,61,Geary,31740
42,123,Warren,47620
13,95,Dougherty,10500
27,83,Lyon,32140
42,119,Union,30260
13,177,Lee,10500
36,99,Seneca,42900
33,1,Belknap,29060
45,37,Edgefield,12260
13,167,Johnson,20140
27,99,Mower,12380
21,145,McCracken,37140
26,45,Eaton,29620
8,41,El Paso,17820
18,69,Huntington,26540
18,73,Jasper,16980
37,87,Haywood,11700
37,155,Robeson,31300
38,105,Williams,48780
48,139,Ellis,19100
48,481,Wharton,20900
41,45,Malheur,36620
42,63,Indiana,26860
45,53,Jasper,25940
18,29,Dearborn,17140
8,47,Gilpin,19740
47,161,Stewart,17300
26,19,Benzie,45900
44,3,Kent,39300
18,105,Monroe,14020
40,81,Lincoln,36420
5,31,Craighead,27860
27,41,Douglas,10820
19,125,Marion,37800
8,119,Teller,17820
12,1,Alachua,23540
9,15,Windham,49340
12,27,DeSoto,11580
5,123,St. Francis,22620
18,43,Floyd,31140
21,215,Spencer,31140
21,221,Trigg,17300
22,73,Ouachita,33740
22,87,St. Bernard,35380
40,71,Kay,38620
9,3,Hartford,25540
26,117,Montcalm,24340
26,121,Muskegon,34740
42,81,Lycoming,48700
19,61,Dubuque,20220
19,139,Muscatine,34700
19,153,Polk,19780
19,13,Black Hawk,47940
20,139,Osage,45820
42,69,Lackawanna,42540
40,115,Ottawa,33060
27,45,Fillmore,40340
27,123,Ramsey,33460
16,53,Jerome,46300
54,61,Monongalia,34060
42,7,Beaver,38300
48,353,Nolan,45020
48,367,Parker,19100
54,69,Ohio,48540
48,221,Hood,24180
48,227,Howard,13700
13,89,DeKalb,12060
12,61,Indian River,42680
13,285,Troup,29300
17,89,Kane,16980
45,39,Fairfield,17900
13,115,Floyd,40660
42,21,Cambria,27780
18,141,St. Joseph,43780
13,255,Spalding,12060
13,259,Stewart,17980
8,81,Moffat,18780
42,37,Columbia,14100
26,77,Kalamazoo,28020
42,107,Schuylkill,39060
17,71,Henderson,15460
1,77,Lauderdale,22520
1,83,Limestone,26620
13,67,Cobb,12060
13,81,Crisp,18380
37,97,Iredell,16740
37,169,Stokes,49180
51,510,Alexandria,47900
51,13,Arlington,47900
26,73,Isabella,34380
18,5,Bartholomew,18020
18,15,Carroll,29200
17,167,Sangamon,44100
18,163,Vanderburgh,21780
18,165,Vermillion,45460
18,169,Wabash,47340
54,55,Mercer,14140
13,299,Ware,48180
26,93,Livingston,19820
17,203,Woodford,37900
8,85,Montrose,33940
12,21,Collier,34940
12,51,Hendry,17500
17,147,Piatt,16580
48,97,Cooke,23620
48,113,Dallas,19100
17,141,Ogle,40300
47,113,Madison,27180
54,35,Jackson,16620
18,1,Adams,19540
1,125,Tuscaloosa,46220
4,17,Navajo,43320
55,89,Ozaukee,33340
51,45,Craig,40220
51,600,Fairfax,47900
17,81,Jefferson,34500
13,35,Butts,12060
27,19,Carver,33460
39,169,Wayne,49300
42,1,Adams,23900
47,133,Overton,18260
26,43,Dickinson,27020
26,57,Gratiot,10940
26,67,Ionia,24340
36,69,Ontario,40380
28,105,Oktibbeha,44260
16,1,Ada,14260
26,87,Lapeer,19820
26,91,Lenawee,10300
13,293,Upson,45580
17,133,Monroe,41180
47,43,Dickson,34980
45,23,Chester,16740
50,7,Chittenden,15540
31,113,Logan,35820
18,79,Jennings,35860
17,195,Whiteside,44580
48,183,Gregg,30980
50,11,Franklin,15540
26,5,Allegan,26090
18,93,Lawrence,13260
5,47,Franklin,22900
13,55,Chattooga,44900
8,75,Logan,44540
48,189,Hale,38380
13,321,Worth,10500
17,109,McDonough,31380
17,113,McLean,14010
26,25,Calhoun,12980
13,101,Echols,46660
17,99,LaSalle,36837
17,103,Lee,19940
17,105,Livingston,38700
37,179,Union,16740
17,123,Marshall,37900
48,397,Rockwall,19100
37,25,Cabarrus,16740
37,35,Catawba,25860
13,211,Morgan,12060
40,111,Okmulgee,46140
51,115,Mathews,47260
51,169,Scott,28700
17,83,Jersey,41180
39,79,Jackson,27160
28,117,Prentiss,46180
29,135,Moniteau,27620
51,650,Hampton,47260
37,143,Perquimans,21020
29,165,Platte,28140
17,111,McHenry,16980
37,191,Wayne,24140
29,225,Webster,44180
36,85,Richmond,35620
28,59,Jackson,25060
56,37,Sweetwater,40540
54,79,Putnam,26580
39,89,Licking,18140
45,85,Sumter,44940
18,89,Lake,16980
18,107,Montgomery,18820
18,161,Union,17140
19,21,Buena Vista,44740
36,117,Wayne,40380
48,219,Hockley,30220
12,5,Bay,37460
48,257,Kaufman,19100
36,11,Cayuga,12180
31,141,Platte,18100
48,21,Bastrop,12420
29,111,Lewis,39500
53,1,Adams,36830
53,63,Spokane,44060
40,153,Woodward,49260
33,5,Cheshire,28300
35,1,Bernalillo,10740
36,27,Dutchess,39100
18,47,Franklin,17140
5,111,Poinsett,27860
38,15,Burleigh,13900
29,25,Caldwell,28140
29,91,Howell,48460
20,191,Sumner,48620
31,67,Gage,13100
46,65,Hughes,38180
54,51,Marshall,48540
37,109,Lincoln,16740
37,197,Yadkin,49180
31,93,Howard,24260
55,71,Manitowoc,31820
48,209,Hays,12420
48,233,Hutchinson,14420
35,6,Cibola,24380
35,9,Curry,17580
31,139,Pierce,35740
51,680,Lynchburg,31340
51,683,Manassas,47900
13,45,Carroll,12060
21,163,Meade,21060
21,191,Pendleton,17140
39,51,Fulton,45780
35,13,Do?a Ana,29740
55,83,Oconto,24580
48,77,Clay,48660
13,87,Decatur,12460
27,169,Winona,49100
39,59,Guernsey,15740
5,27,Columbia,31620
48,235,Irion,41660
48,249,Jim Wells,10860
29,181,Ripley,38740
48,281,Lampasas,28660
48,291,Liberty,26420
41,9,Columbia,38900
28,69,Kemper,32940
29,107,Lafayette,28140
37,81,Guilford,24660
37,119,Mecklenburg,16740
37,171,Surry,34340
28,113,Pike,32620
55,49,Iowa,31540
48,253,Jones,10180
51,550,Chesapeake,47260
51,65,Fluvanna,16820
51,520,Bristol,28700
28,127,Simpson,27140
17,49,Effingham,20820
1,7,Bibb,13820
28,15,Carroll,24900
55,31,Douglas,20260
1,85,Lowndes,33860
55,101,Racine,39540
46,45,Edmunds,10100
20,93,Kearny,23780
29,53,Cooper,17860
35,28,Los Alamos,31060
37,181,Vance,25780
28,73,Lamar,25620
46,57,Hamlin,47980
28,25,Clay,48500
48,85,Collin,19100
48,115,Dawson,29500
36,21,Columbia,26460
28,155,Webster,44260
28,31,Covington,25620
28,35,Forrest,25620
5,125,Saline,30780
39,81,Jefferson,48260
34,39,Union,35620
29,51,Cole,27620
6,87,Santa Cruz,42100
40,119,Payne,44660
29,147,Nodaway,32340
29,151,Osage,27620
35,27,Lincoln,40760
39,31,Coshocton,18740
39,33,Crawford,15340
21,73,Franklin,23180
51,750,Radford,13980
40,123,Pontotoc,10220
27,59,Isanti,33460
39,37,Darke,24820
26,105,Mason,31220
48,439,Tarrant,19100
16,55,Kootenai,17660
39,57,Greene,19430
21,47,Christian,17300
21,81,Grant,17140
46,103,Pennington,39660
1,45,Dale,37120
31,159,Seward,30700
31,165,Sioux,42420
31,111,Lincoln,35820
56,11,Crook,23940
27,55,Houston,29100
25,23,Plymouth,14460
46,61,Hanson,33580
47,99,Lawrence,29980
55,93,Pierce,33460
55,97,Portage,44620
18,57,Hamilton,26900
18,77,Jefferson,31500
18,127,Porter,16980
12,101,Pasco,45300
47,179,Washington,27740
39,23,Clark,44220
39,139,Richland,31900
27,85,McLeod,26780
37,3,Alexander,25860
35,5,Chaves,40740
18,19,Clark,31140
39,41,Delaware,18140
29,97,Jasper,27900
32,29,Storey,39900
39,27,Clinton,48940
21,91,Hancock,36980
12,81,Manatee,35840
48,121,Denton,19100
46,27,Clay,46820
16,81,Teton,27220
5,79,Lincoln,38220
31,121,Merrick,24260
46,135,Yankton,49460
13,199,Meriwether,12060
21,211,Shelby,31140
55,141,Wood,49220
47,47,Fayette,32820
55,27,Dodge,13180
21,15,Boone,17140
21,87,Green,15820
27,35,Crow Wing,14660
18,33,DeKalb,12140
18,39,Elkhart,21140
36,15,Chemung,21300
48,305,Lynn,31180
36,109,Tompkins,27060
40,85,Love,11620
37,71,Gaston,16740
21,19,Boyd,26580
12,11,Broward,33100
47,23,Chester,27180
17,13,Calhoun,41180
12,15,Charlotte,39460
27,17,Carlton,20260
29,145,Newton,27900
55,133,Waukesha,33340
21,9,Barren,23980
48,363,Palo Pinto,33420
36,93,Schenectady,10580
22,89,St. Charles,35380
22,93,St. James,35380
27,49,Goodhue,39860
13,129,Gordon,15660
29,7,Audrain,33020
42,15,Bradford,42380
46,29,Codington,47980
29,219,Warren,41180
21,35,Calloway,34660
28,111,Perry,25620
29,45,Clark,22800
54,77,Preston,34060
35,41,Roosevelt,38780
37,73,Gates,47260
5,35,Crittenden,32820
51,760,Richmond,40060
41,29,Jackson,32780
16,11,Bingham,13940
39,5,Ashland,11740
17,95,Knox,23660
40,139,Texas,25100
18,11,Boone,26900
20,121,Miami,28140
32,5,Douglas,23820
31,117,McPherson,35820
42,109,Snyder,42780
23,5,Cumberland,38860
17,35,Cumberland,16660
42,25,Carbon,10900
51,21,Bland,14140
40,109,Oklahoma,36420
40,83,Logan,36420
40,137,Stephens,20340
29,187,St. Francois,22100
41,41,Lincoln,35440
17,155,Putnam,36837
18,23,Clinton,23140
18,63,Hendricks,26900
18,145,Shelby,26900
26,161,Washtenaw,11460
37,157,Rockingham,24660
37,195,Wilson,48980
37,151,Randolph,24660
12,3,Baker,27260
53,3,Asotin,30300
19,11,Benton,16300
31,7,Banner,42420
40,147,Washington,12780
41,53,Polk,41420
51,840,Winchester,49020
13,175,Laurens,20140
8,123,Weld,24540
27,9,Benton,41060
31,43,Dakota,43580
55,45,Green,31540
17,117,Macoupin,41180
42,77,Lehigh,10900
49,53,Washington,41100
18,153,Sullivan,45460
19,123,Mahaska,36820
21,117,Kenton,17140
31,99,Kearney,28260
13,247,Rockdale,12060
17,77,Jackson,16060
18,183,Whitley,23060
27,7,Beltrami,13420
19,15,Boone,11180
39,15,Brown,17140
35,25,Lea,26020
8,107,Routt,44460
12,103,Pinellas,45300
13,17,Ben Hill,22340
51,183,Sussex,40060
13,71,Colquitt,34220
39,29,Columbiana,41400
48,27,Bell,28660
13,33,Burke,12260
48,375,Potter,11100
17,87,Johnson,16060
51,590,Danville,19260
27,79,Le Sueur,33460
42,87,Mifflin,30380
19,121,Madison,19780
19,179,Wapello,36900
27,39,Dodge,40340
48,415,Scurry,43660
27,111,Otter Tail,22260
21,61,Edmonson,14540
48,505,Zapata,49820
13,297,Walton,12060
19,33,Cerro Gordo,32380
17,201,Winnebago,40420
19,59,Dickinson,44020
19,183,Washington,26980
39,113,Montgomery,19430
18,167,Vigo,45460
37,67,Forsyth,49180
13,231,Pike,12060
26,21,Berrien,35660
39,141,Ross,17060
51,820,Waynesboro,44420
48,59,Callahan,10180
55,33,Dunn,32860
28,45,Hancock,25060
27,105,Nobles,49380
55,87,Outagamie,11540
39,63,Hancock,22300
39,149,Shelby,43380
54,53,Mason,38580
36,23,Cortland,18660
1,3,Baldwin,19300
1,109,Pike,45980
4,15,Mohave,29420
5,91,Miller,45500
55,17,Chippewa,20740
38,49,McHenry,33500
47,171,Unicoi,27740
26,59,Hillsdale,25880
26,111,Midland,33220
39,85,Lake,17460
35,31,McKinley,23700
41,71,Yamhill,38900
27,25,Chisago,33460
12,85,Martin,38940
33,11,Hillsborough,31700
36,1,Albany,10580
50,23,Washington,12740
1,127,Walker,27530
29,59,Dallas,44180
29,63,DeKalb,41140
36,7,Broome,13780
28,131,Stone,25060
29,49,Clinton,28140
48,99,Coryell,28660
24,37,St. Mary's,15680
4,19,Pima,46060
20,5,Atchison,11860
46,13,Brown,10100
55,109,St. Croix,33460
56,25,Natrona,16220
51,800,Suffolk,47260
26,113,Missaukee,15620
36,37,Genesee,12860
50,13,Grand Isle,15540
56,21,Laramie,16940
33,19,Sullivan,30100
19,193,Woodbury,43580
55,115,Shawano,43020
1,31,Coffee,21460
1,123,Tallapoosa,10760
35,49,Santa Fe,42140
47,11,Bradley,17420
41,13,Crook,39260
36,5,Bronx,35620
36,55,Monroe,40380
48,359,Oldham,11100
51,670,Hopewell,40060
54,29,Hancock,48260
12,91,Okaloosa,18880
36,35,Fulton,24100
39,109,Miami,19430
28,57,Itawamba,46180
29,37,Cass,28140
47,51,Franklin,46100
16,17,Bonner,41760
20,99,Labette,37660
28,81,Lee,46180
55,55,Jefferson,48020
5,87,Madison,22220
8,87,Morgan,22820
39,93,Lorain,17460
48,393,Roberts,37420
36,89,St. Lawrence,36300
35,35,Otero,10460
6,29,Kern,12540
6,71,San Bernardino,40140
54,9,Brooke,48260
17,1,Adams,39500
51,71,Giles,13980
32,19,Lyon,22280
48,13,Atascosa,41700
48,71,Chambers,26420
39,45,Fairfield,18140
5,33,Crawford,22900
36,83,Rensselaer,10580
54,105,Wirt,37620
48,19,Bandera,41700
51,770,Roanoke,40220
51,775,Salem,40220
13,275,Thomas,45620
31,79,Hall,24260
8,45,Garfield,24060
13,227,Pickens,12060
48,181,Grayson,43300
51,620,Franklin,47260
46,83,Lincoln,43620
31,157,Scotts Bluff,42420
46,81,Lawrence,43940
31,1,Adams,25580
55,78,Menominee,43020
51,710,Norfolk,47260
51,735,Poquoson,47260
29,169,Pulaski,22780
20,103,Leavenworth,28140
51,660,Harrisonburg,25500
31,19,Buffalo,28260
29,175,Randolph,33620
48,259,Kendall,41700
48,463,Uvalde,46620
55,9,Brown,24580
55,61,Kewaunee,24580
20,197,Wabaunsee,45820
51,700,Newport News,47260
55,63,La Crosse,29100
50,21,Rutland,40860
48,325,Medina,41700
48,329,Midland,33260
55,131,Washington,33340
34,17,Hudson,35620
17,37,DeKalb,16980
12,17,Citrus,26140
20,161,Riley,31740
21,59,Daviess,36980
39,173,Wood,45780
17,93,Kendall,16980
17,127,Massac,37140
39,87,Lawrence,26580
35,43,Sandoval,10740
37,45,Cleveland,43140
55,35,Eau Claire,20740
28,61,Jasper,29860
17,119,Madison,41180
21,121,Knox,30940
21,177,Muhlenberg,16420
48,491,Williamson,12420
51,9,Amherst,31340
51,47,Culpeper,47900
39,145,Scioto,39020
20,79,Harvey,48620
20,107,Linn,28140
55,117,Sheboygan,43100
55,139,Winnebago,36780
5,81,Little River,45500
12,83,Marion,36100
13,127,Glynn,15260
51,730,Petersburg,40060
37,129,New Hanover,48900
37,167,Stanly,10620
38,77,Richland,47420
45,79,Richland,17900
6,17,El Dorado,40900
19,85,Harrison,36540
47,15,Cannon,34980
32,7,Elko,21220
17,163,St. Clair,41180
30,111,Yellowstone,13740
31,25,Cass,36540
22,19,Calcasieu,29340
47,141,Putnam,18260
48,39,Brazoria,26420
48,223,Hopkins,44860
48,321,Matagorda,13060
47,59,Greene,24620
42,129,Westmoreland,38300
48,3,Andrews,11380
48,265,Kerr,28500
6,67,Sacramento,40900
17,143,Peoria,37900
1,79,Lawrence,19460
16,67,Minidoka,15420
27,37,Dakota,33460
5,139,Union,20980
45,31,Darlington,22500
17,171,Scott,27300
54,91,Taylor,17220
13,173,Lanier,46660
20,35,Cowley,49060
20,155,Reno,26740
12,117,Seminole,36740
13,13,Barrow,12060
48,63,Camp,34420
16,77,Power,38540
51,97,King and Queen,40060
6,7,Butte,17020
8,67,La Plata,20420
13,263,Talbot,17980
21,37,Campbell,17140
47,111,Macon,34980
17,199,Williamson,16060
28,93,Marshall,32820
29,89,Howard,17860
36,101,Steuben,18500
37,63,Durham,20500
35,29,Luna,19700
29,3,Andrew,41140
51,690,Martinsville,32300
19,129,Mills,36540
21,23,Bracken,17140
37,135,Orange,20500
25,15,Hampshire,44140
39,161,Van Wert,46780
29,43,Christian,44180
13,97,Douglas,12060
38,75,Renville,33500
38,93,Stutsman,27420
39,3,Allen,30620
39,21,Champaign,46500
1,81,Lee,12220
26,145,Saginaw,40980
42,85,Mercer,49660
22,61,Lincoln,40820
28,27,Coahoma,17260
51,61,Fauquier,47900
47,79,Henry,37540
42,125,Washington,38300
6,15,Del Norte,18860
21,107,Hopkins,31580
36,63,Niagara,15380
13,153,Houston,47580
23,1,Androscoggin,30340
21,185,Oldham,31140
27,47,Freeborn,10660
28,3,Alcorn,18420
42,39,Crawford,32740
21,161,Mason,32500
27,3,Anoka,33460
31,155,Saunders,36540
45,75,Orangeburg,36700
48,201,Harris,26420
39,11,Auglaize,47540
26,107,Mecosta,13660
40,51,Grady,36420
18,81,Johnson,26900
29,127,Marion,25300
29,161,Phelps,40620
39,49,Franklin,18140
22,7,Assumption,12940
5,59,Hot Spring,31680
5,143,Washington,22220
26,49,Genesee,22420
42,93,Montour,14100
33,9,Grafton,30100
39,101,Marion,32020
30,63,Missoula,33540
36,111,Ulster,28740
45,13,Beaufort,25940
34,11,Cumberland,47220
25,27,Worcester,49340
47,187,Williamson,34980
4,25,Yavapai,39150
41,67,Washington,38900
18,13,Brown,26900
26,81,Kent,24340
21,149,McLean,36980
29,71,Franklin,41180
29,213,Taney,14700
19,155,Pottawattamie,36540
18,113,Noble,28340
29,101,Johnson,47660
18,151,Steuben,11420
36,87,Rockland,35620
47,33,Crockett,27180
47,159,Smith,34980
48,73,Cherokee,27380
24,13,Carroll,12580
26,109,Menominee,31940
4,27,Yuma,49740
16,57,Latah,34140
37,77,Granville,20500
13,221,Oglethorpe,12020
24,41,Talbot,20660
16,5,Bannock,38540
53,17,Douglas,48300
5,131,Sebastian,22900
6,65,Riverside,40140
1,69,Houston,20020
1,121,Talladega,45180
13,39,Camden,41220
40,87,McClain,36420
27,27,Clay,22020
29,99,Jefferson,41180
48,117,Deaf Smith,25820
48,147,Fannin,14300
31,73,Gosper,30420
48,171,Gillespie,23240
55,79,Milwaukee,33340
26,139,Ottawa,24340
